model,pred,test_days,acc,test_n,test_pos_n,train_n,test_start,test_end,train_years,feature_set,horizon
random_forest,0.9,1,1.0,1,1,980,2025-08-08,2025-08-08,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-08-07,2025-08-07,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-08-07,2025-08-07,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-08-06,2025-08-06,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-08-06,2025-08-06,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-08-05,2025-08-05,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-08-05,2025-08-05,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-08-04,2025-08-04,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-08-04,2025-08-04,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-08-01,2025-08-01,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-08-01,2025-08-01,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-31,2025-07-31,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-31,2025-07-31,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-30,2025-07-30,4,ma_no_rel,30
random_forest,0.85,1,1.0,1,1,980,2025-07-30,2025-07-30,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-29,2025-07-29,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-29,2025-07-29,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-28,2025-07-28,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-28,2025-07-28,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-25,2025-07-25,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-25,2025-07-25,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-24,2025-07-24,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-24,2025-07-24,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-23,2025-07-23,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-23,2025-07-23,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-22,2025-07-22,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-22,2025-07-22,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-21,2025-07-21,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-21,2025-07-21,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-18,2025-07-18,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-18,2025-07-18,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-17,2025-07-17,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-17,2025-07-17,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-16,2025-07-16,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-16,2025-07-16,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-15,2025-07-15,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-15,2025-07-15,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-14,2025-07-14,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-14,2025-07-14,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-11,2025-07-11,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-11,2025-07-11,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-10,2025-07-10,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-10,2025-07-10,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-09,2025-07-09,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-09,2025-07-09,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-08,2025-07-08,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-08,2025-07-08,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-07,2025-07-07,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-07,2025-07-07,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-03,2025-07-03,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-07-03,2025-07-03,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-02,2025-07-02,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-02,2025-07-02,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-07-01,2025-07-01,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-07-01,2025-07-01,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-30,2025-06-30,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-30,2025-06-30,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-27,2025-06-27,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-27,2025-06-27,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-26,2025-06-26,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-26,2025-06-26,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-25,2025-06-25,4,ma_no_rel,30
random_forest,0.95,1,1.0,1,1,980,2025-06-25,2025-06-25,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-24,2025-06-24,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-24,2025-06-24,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-23,2025-06-23,4,ma_no_rel,30
random_forest,0.85,1,1.0,1,1,980,2025-06-23,2025-06-23,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-20,2025-06-20,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-20,2025-06-20,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-18,2025-06-18,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-18,2025-06-18,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-17,2025-06-17,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-17,2025-06-17,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-16,2025-06-16,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-16,2025-06-16,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-13,2025-06-13,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-13,2025-06-13,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-12,2025-06-12,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-12,2025-06-12,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-11,2025-06-11,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-11,2025-06-11,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-10,2025-06-10,4,ma_no_rel,30
random_forest,0.8,1,1.0,1,1,980,2025-06-10,2025-06-10,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-09,2025-06-09,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-09,2025-06-09,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-06,2025-06-06,4,ma_no_rel,30
random_forest,0.9,1,1.0,1,1,980,2025-06-06,2025-06-06,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-05,2025-06-05,4,ma_no_rel,30
random_forest,0.85,1,1.0,1,1,980,2025-06-05,2025-06-05,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-04,2025-06-04,4,ma_no_rel,30
random_forest,0.7,1,1.0,1,1,980,2025-06-04,2025-06-04,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-03,2025-06-03,4,ma_no_rel,30
random_forest,0.85,1,1.0,1,1,980,2025-06-03,2025-06-03,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-06-02,2025-06-02,4,ma_no_rel,30
random_forest,0.85,1,1.0,1,1,980,2025-06-02,2025-06-02,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-05-30,2025-05-30,4,ma_no_rel,30
random_forest,0.85,1,1.0,1,1,980,2025-05-30,2025-05-30,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-05-29,2025-05-29,4,ma_no_rel,30
random_forest,0.8,1,1.0,1,1,980,2025-05-29,2025-05-29,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-05-28,2025-05-28,4,ma_no_rel,30
random_forest,0.8,1,1.0,1,1,980,2025-05-28,2025-05-28,4,ma_no_rel,30
xgboost,0.9,1,1.0,1,1,980,2025-05-27,2025-05-27,4,ma_no_rel,30
random_forest,0.65,1,1.0,1,1,980,2025-05-27,2025-05-27,4,ma_no_rel,30
xgboost,0.65,1,1.0,1,1,980,2025-05-23,2025-05-23,4,ma_no_rel,30
random_forest,0.65,1,1.0,1,1,980,2025-05-23,2025-05-23,4,ma_no_rel,30
xgboost,0.7,1,1.0,1,1,980,2025-05-22,2025-05-22,4,ma_no_rel,30
random_forest,0.65,1,1.0,1,1,980,2025-05-22,2025-05-22,4,ma_no_rel,30
xgboost,0.9,1,1.0,1,1,980,2025-05-21,2025-05-21,4,ma_no_rel,30
random_forest,0.6,1,1.0,1,1,980,2025-05-21,2025-05-21,4,ma_no_rel,30
xgboost,0.5,1,0.0,1,1,980,2025-05-20,2025-05-20,4,ma_no_rel,30
random_forest,0.45,1,0.0,1,1,980,2025-05-20,2025-05-20,4,ma_no_rel,30
xgboost,0.05,1,0.0,1,1,980,2025-05-19,2025-05-19,4,ma_no_rel,30
random_forest,0.35,1,0.0,1,1,980,2025-05-19,2025-05-19,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-16,2025-05-16,4,ma_no_rel,30
random_forest,0.35,1,0.0,1,1,980,2025-05-16,2025-05-16,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-15,2025-05-15,4,ma_no_rel,30
random_forest,0.3,1,0.0,1,1,980,2025-05-15,2025-05-15,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-14,2025-05-14,4,ma_no_rel,30
random_forest,0.25,1,0.0,1,1,980,2025-05-14,2025-05-14,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-13,2025-05-13,4,ma_no_rel,30
random_forest,0.3,1,0.0,1,1,980,2025-05-13,2025-05-13,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-12,2025-05-12,4,ma_no_rel,30
random_forest,0.25,1,0.0,1,1,980,2025-05-12,2025-05-12,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-09,2025-05-09,4,ma_no_rel,30
random_forest,0.15,1,0.0,1,1,980,2025-05-09,2025-05-09,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-08,2025-05-08,4,ma_no_rel,30
random_forest,0.15,1,0.0,1,1,980,2025-05-08,2025-05-08,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-07,2025-05-07,4,ma_no_rel,30
random_forest,0.2,1,0.0,1,1,980,2025-05-07,2025-05-07,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-06,2025-05-06,4,ma_no_rel,30
random_forest,0.15,1,0.0,1,1,980,2025-05-06,2025-05-06,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-05,2025-05-05,4,ma_no_rel,30
random_forest,0.25,1,0.0,1,1,980,2025-05-05,2025-05-05,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-02,2025-05-02,4,ma_no_rel,30
random_forest,0.2,1,0.0,1,1,980,2025-05-02,2025-05-02,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-05-01,2025-05-01,4,ma_no_rel,30
random_forest,0.25,1,0.0,1,1,980,2025-05-01,2025-05-01,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-30,2025-04-30,4,ma_no_rel,30
random_forest,0.3,1,0.0,1,1,980,2025-04-30,2025-04-30,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-29,2025-04-29,4,ma_no_rel,30
random_forest,0.35,1,0.0,1,1,980,2025-04-29,2025-04-29,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-28,2025-04-28,4,ma_no_rel,30
random_forest,0.4,1,0.0,1,1,980,2025-04-28,2025-04-28,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-25,2025-04-25,4,ma_no_rel,30
random_forest,0.4,1,0.0,1,1,980,2025-04-25,2025-04-25,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-24,2025-04-24,4,ma_no_rel,30
random_forest,0.35,1,0.0,1,1,980,2025-04-24,2025-04-24,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-23,2025-04-23,4,ma_no_rel,30
random_forest,0.3,1,0.0,1,1,980,2025-04-23,2025-04-23,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-22,2025-04-22,4,ma_no_rel,30
random_forest,0.4,1,0.0,1,1,980,2025-04-22,2025-04-22,4,ma_no_rel,30
xgboost,0.2,1,0.0,1,1,980,2025-04-21,2025-04-21,4,ma_no_rel,30
random_forest,0.6,1,1.0,1,1,980,2025-04-21,2025-04-21,4,ma_no_rel,30
xgboost,0.35,1,0.0,1,1,980,2025-04-17,2025-04-17,4,ma_no_rel,30
random_forest,0.55,1,1.0,1,1,980,2025-04-17,2025-04-17,4,ma_no_rel,30
xgboost,0.3,1,0.0,1,1,980,2025-04-16,2025-04-16,4,ma_no_rel,30
random_forest,0.45,1,0.0,1,1,980,2025-04-16,2025-04-16,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-15,2025-04-15,4,ma_no_rel,30
random_forest,0.35,1,0.0,1,1,980,2025-04-15,2025-04-15,4,ma_no_rel,30
xgboost,0.05,1,0.0,1,1,980,2025-04-14,2025-04-14,4,ma_no_rel,30
random_forest,0.35,1,0.0,1,1,980,2025-04-14,2025-04-14,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-04-11,2025-04-11,4,ma_no_rel,30
random_forest,0.45,1,0.0,1,1,980,2025-04-11,2025-04-11,4,ma_no_rel,30
xgboost,0.2,1,0.0,1,1,980,2025-04-10,2025-04-10,4,ma_no_rel,30
random_forest,0.5,1,1.0,1,1,980,2025-04-10,2025-04-10,4,ma_no_rel,30
xgboost,0.2,1,0.0,1,1,980,2025-04-09,2025-04-09,4,ma_no_rel,30
random_forest,0.5,1,1.0,1,1,980,2025-04-09,2025-04-09,4,ma_no_rel,30
xgboost,0.85,1,1.0,1,1,980,2025-04-08,2025-04-08,4,ma_no_rel,30
random_forest,0.7,1,1.0,1,1,980,2025-04-08,2025-04-08,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-04-07,2025-04-07,4,ma_no_rel,30
random_forest,0.75,1,1.0,1,1,980,2025-04-07,2025-04-07,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-04-04,2025-04-04,4,ma_no_rel,30
random_forest,0.75,1,1.0,1,1,980,2025-04-04,2025-04-04,4,ma_no_rel,30
xgboost,0.85,1,1.0,1,1,980,2025-04-03,2025-04-03,4,ma_no_rel,30
random_forest,0.7,1,1.0,1,1,980,2025-04-03,2025-04-03,4,ma_no_rel,30
xgboost,0.95,1,1.0,1,1,980,2025-04-02,2025-04-02,4,ma_no_rel,30
random_forest,0.6,1,1.0,1,1,980,2025-04-02,2025-04-02,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-04-01,2025-04-01,4,ma_no_rel,30
random_forest,0.65,1,1.0,1,1,980,2025-04-01,2025-04-01,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-03-31,2025-03-31,4,ma_no_rel,30
random_forest,0.7,1,1.0,1,1,980,2025-03-31,2025-03-31,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-03-28,2025-03-28,4,ma_no_rel,30
random_forest,0.7,1,1.0,1,1,980,2025-03-28,2025-03-28,4,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,980,2025-03-27,2025-03-27,4,ma_no_rel,30
random_forest,0.6,1,1.0,1,1,980,2025-03-27,2025-03-27,4,ma_no_rel,30
xgboost,0.65,1,1.0,1,1,980,2025-03-26,2025-03-26,4,ma_no_rel,30
random_forest,0.45,1,0.0,1,1,980,2025-03-26,2025-03-26,4,ma_no_rel,30
xgboost,0.2,1,1.0,1,0,980,2025-03-25,2025-03-25,4,ma_no_rel,30
random_forest,0.3,1,1.0,1,0,980,2025-03-25,2025-03-25,4,ma_no_rel,30
xgboost,0.65,1,0.0,1,0,980,2025-03-24,2025-03-24,4,ma_no_rel,30
random_forest,0.3,1,1.0,1,0,980,2025-03-24,2025-03-24,4,ma_no_rel,30
xgboost,0.55,1,1.0,1,1,980,2025-03-21,2025-03-21,4,ma_no_rel,30
random_forest,0.25,1,0.0,1,1,980,2025-03-21,2025-03-21,4,ma_no_rel,30
xgboost,0.05,1,0.0,1,1,980,2025-03-20,2025-03-20,4,ma_no_rel,30
random_forest,0.2,1,0.0,1,1,980,2025-03-20,2025-03-20,4,ma_no_rel,30
xgboost,0.1,1,0.0,1,1,980,2025-03-19,2025-03-19,4,ma_no_rel,30
random_forest,0.2,1,0.0,1,1,980,2025-03-19,2025-03-19,4,ma_no_rel,30
xgboost,0.0,1,0.0,1,1,980,2025-03-18,2025-03-18,4,ma_no_rel,30
random_forest,0.1,1,0.0,1,1,980,2025-03-18,2025-03-18,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-03-17,2025-03-17,4,ma_no_rel,30
random_forest,0.2,1,1.0,1,0,980,2025-03-17,2025-03-17,4,ma_no_rel,30
xgboost,0.05,1,1.0,1,0,980,2025-03-14,2025-03-14,4,ma_no_rel,30
random_forest,0.2,1,1.0,1,0,980,2025-03-14,2025-03-14,4,ma_no_rel,30
xgboost,0.05,1,0.0,1,1,980,2025-03-13,2025-03-13,4,ma_no_rel,30
random_forest,0.15,1,0.0,1,1,980,2025-03-13,2025-03-13,4,ma_no_rel,30
xgboost,0.25,1,1.0,1,0,980,2025-03-12,2025-03-12,4,ma_no_rel,30
random_forest,0.2,1,1.0,1,0,980,2025-03-12,2025-03-12,4,ma_no_rel,30
xgboost,0.1,1,1.0,1,0,980,2025-03-11,2025-03-11,4,ma_no_rel,30
random_forest,0.15,1,1.0,1,0,980,2025-03-11,2025-03-11,4,ma_no_rel,30
xgboost,0.8,1,0.0,1,0,980,2025-03-10,2025-03-10,4,ma_no_rel,30
random_forest,0.3,1,1.0,1,0,980,2025-03-10,2025-03-10,4,ma_no_rel,30
xgboost,0.95,1,0.0,1,0,980,2025-03-07,2025-03-07,4,ma_no_rel,30
random_forest,0.5,1,1.0,1,0,980,2025-03-07,2025-03-07,4,ma_no_rel,30
xgboost,0.9,1,0.0,1,0,980,2025-03-06,2025-03-06,4,ma_no_rel,30
random_forest,0.45,1,1.0,1,0,980,2025-03-06,2025-03-06,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,980,2025-03-05,2025-03-05,4,ma_no_rel,30
random_forest,0.5,1,0.0,1,0,980,2025-03-05,2025-03-05,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,980,2025-03-04,2025-03-04,4,ma_no_rel,30
random_forest,0.45,1,1.0,1,0,980,2025-03-04,2025-03-04,4,ma_no_rel,30
xgboost,0.9,1,0.0,1,0,980,2025-03-03,2025-03-03,4,ma_no_rel,30
random_forest,0.45,1,1.0,1,0,980,2025-03-03,2025-03-03,4,ma_no_rel,30
xgboost,0.9,1,0.0,1,0,980,2025-02-28,2025-02-28,4,ma_no_rel,30
random_forest,0.55,1,0.0,1,0,980,2025-02-28,2025-02-28,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,980,2025-02-27,2025-02-27,4,ma_no_rel,30
random_forest,0.65,1,0.0,1,0,980,2025-02-27,2025-02-27,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,980,2025-02-26,2025-02-26,4,ma_no_rel,30
random_forest,0.7,1,0.0,1,0,980,2025-02-26,2025-02-26,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,980,2025-02-25,2025-02-25,4,ma_no_rel,30
random_forest,0.7,1,0.0,1,0,980,2025-02-25,2025-02-25,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,980,2025-02-24,2025-02-24,4,ma_no_rel,30
random_forest,0.65,1,0.0,1,0,980,2025-02-24,2025-02-24,4,ma_no_rel,30
xgboost,0.9,1,0.0,1,0,980,2025-02-21,2025-02-21,4,ma_no_rel,30
random_forest,0.65,1,0.0,1,0,980,2025-02-21,2025-02-21,4,ma_no_rel,30
xgboost,0.8,1,0.0,1,0,980,2025-02-20,2025-02-20,4,ma_no_rel,30
random_forest,0.55,1,0.0,1,0,980,2025-02-20,2025-02-20,4,ma_no_rel,30
xgboost,0.8,1,0.0,1,0,980,2025-02-19,2025-02-19,4,ma_no_rel,30
random_forest,0.55,1,0.0,1,0,980,2025-02-19,2025-02-19,4,ma_no_rel,30
xgboost,0.3,1,1.0,1,0,980,2025-02-18,2025-02-18,4,ma_no_rel,30
random_forest,0.5,1,0.0,1,0,980,2025-02-18,2025-02-18,4,ma_no_rel,30
xgboost,0.1,1,1.0,1,0,980,2025-02-14,2025-02-14,4,ma_no_rel,30
random_forest,0.55,1,0.0,1,0,980,2025-02-14,2025-02-14,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-02-13,2025-02-13,4,ma_no_rel,30
random_forest,0.5,1,1.0,1,0,980,2025-02-13,2025-02-13,4,ma_no_rel,30
xgboost,0.2,1,1.0,1,0,980,2025-02-12,2025-02-12,4,ma_no_rel,30
random_forest,0.45,1,1.0,1,0,980,2025-02-12,2025-02-12,4,ma_no_rel,30
xgboost,0.2,1,1.0,1,0,980,2025-02-11,2025-02-11,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-02-11,2025-02-11,4,ma_no_rel,30
xgboost,0.05,1,1.0,1,0,980,2025-02-10,2025-02-10,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-02-10,2025-02-10,4,ma_no_rel,30
xgboost,0.4,1,1.0,1,0,980,2025-02-07,2025-02-07,4,ma_no_rel,30
random_forest,0.45,1,1.0,1,0,980,2025-02-07,2025-02-07,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-02-06,2025-02-06,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-02-06,2025-02-06,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-02-05,2025-02-05,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-02-05,2025-02-05,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-02-04,2025-02-04,4,ma_no_rel,30
random_forest,0.3,1,1.0,1,0,980,2025-02-04,2025-02-04,4,ma_no_rel,30
xgboost,0.05,1,1.0,1,0,980,2025-02-03,2025-02-03,4,ma_no_rel,30
random_forest,0.25,1,1.0,1,0,980,2025-02-03,2025-02-03,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-01-31,2025-01-31,4,ma_no_rel,30
random_forest,0.3,1,1.0,1,0,980,2025-01-31,2025-01-31,4,ma_no_rel,30
xgboost,0.3,1,1.0,1,0,980,2025-01-30,2025-01-30,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-30,2025-01-30,4,ma_no_rel,30
xgboost,0.1,1,1.0,1,0,980,2025-01-29,2025-01-29,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-29,2025-01-29,4,ma_no_rel,30
xgboost,0.25,1,1.0,1,0,980,2025-01-28,2025-01-28,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-28,2025-01-28,4,ma_no_rel,30
xgboost,0.45,1,1.0,1,0,980,2025-01-27,2025-01-27,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-01-27,2025-01-27,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-01-24,2025-01-24,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-01-24,2025-01-24,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-01-23,2025-01-23,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-23,2025-01-23,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-01-22,2025-01-22,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-22,2025-01-22,4,ma_no_rel,30
xgboost,0.05,1,1.0,1,0,980,2025-01-21,2025-01-21,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-21,2025-01-21,4,ma_no_rel,30
xgboost,0.0,1,1.0,1,0,980,2025-01-17,2025-01-17,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-17,2025-01-17,4,ma_no_rel,30
xgboost,0.1,1,1.0,1,0,980,2025-01-16,2025-01-16,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-01-16,2025-01-16,4,ma_no_rel,30
xgboost,0.15,1,1.0,1,0,980,2025-01-15,2025-01-15,4,ma_no_rel,30
random_forest,0.4,1,1.0,1,0,980,2025-01-15,2025-01-15,4,ma_no_rel,30
xgboost,0.15,1,1.0,1,0,980,2025-01-14,2025-01-14,4,ma_no_rel,30
random_forest,0.35,1,1.0,1,0,980,2025-01-14,2025-01-14,4,ma_no_rel,30
xgboost,0.25,1,0.0,1,1,980,2025-01-13,2025-01-13,4,ma_no_rel,30
random_forest,0.4,1,0.0,1,1,980,2025-01-13,2025-01-13,4,ma_no_rel,30
xgboost,0.4,1,0.0,1,1,980,2025-01-10,2025-01-10,4,ma_no_rel,30
random_forest,0.4,1,0.0,1,1,980,2025-01-10,2025-01-10,4,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,1470,2025-12-05,2025-12-05,6,ma_no_rel,30
random_forest,0.75,1,0.0,1,0,1470,2025-12-05,2025-12-05,6,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,1470,2025-12-04,2025-12-04,6,ma_no_rel,30
random_forest,0.8,1,0.0,1,0,1470,2025-12-04,2025-12-04,6,ma_no_rel,30
xgboost,1.0,1,0.0,1,0,1470,2025-12-03,2025-12-03,6,ma_no_rel,30
random_forest,0.75,1,0.0,1,0,1470,2025-12-03,2025-12-03,6,ma_no_rel,30
xgboost,1.0,1,1.0,1,1,1470,2025-12-02,2025-12-02,6,ma_no_rel,30
