run,model,test_days,pred,acc,test_n,test_pos_n,test_neg_n,test_pos_frac,test_neg_frac,train_n,train_start,train_end,test_start,test_end,train_years,n_features,pi_size,min_feats,feature_set,horizon
192,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-04,2025-03-18,2025-04-02,2025-04-02,5,8,1.0,8,baseline,10
192,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-04,2025-03-18,2025-04-02,2025-04-02,5,12,1.0,12,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,6,0.33,6,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,8,0.33,8,baseline,10
193,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,12,0.33,12,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,6,0.67,6,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,8,0.67,8,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,12,0.67,12,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,6,1.0,6,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,8,1.0,8,baseline,10
193,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-05-01,2025-03-17,2025-04-01,2025-04-01,5,12,1.0,12,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,6,0.33,6,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,8,0.33,8,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,12,0.33,12,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,6,0.67,6,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,8,0.67,8,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,12,0.67,12,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,6,1.0,6,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,8,1.0,8,baseline,10
194,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-30,2025-03-14,2025-03-31,2025-03-31,5,12,1.0,12,baseline,10
195,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,6,0.33,6,baseline,10
195,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,8,0.33,8,baseline,10
195,xgboost-2,1,0.2,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,12,0.33,12,baseline,10
195,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,6,0.67,6,baseline,10
195,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,8,0.67,8,baseline,10
195,xgboost-2,1,0.1,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,12,0.67,12,baseline,10
195,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,6,1.0,6,baseline,10
195,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,8,1.0,8,baseline,10
195,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-29,2025-03-13,2025-03-28,2025-03-28,5,12,1.0,12,baseline,10
196,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,6,0.33,6,baseline,10
196,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,8,0.33,8,baseline,10
196,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,12,0.33,12,baseline,10
196,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,6,0.67,6,baseline,10
196,xgboost-2,1,0.25,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,8,0.67,8,baseline,10
196,xgboost-2,1,0.1,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,12,0.67,12,baseline,10
196,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,6,1.0,6,baseline,10
196,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,8,1.0,8,baseline,10
196,xgboost-2,1,0.1,1.0,1,0,1,0.0,1.0,1225,2020-04-28,2025-03-12,2025-03-27,2025-03-27,5,12,1.0,12,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,6,0.33,6,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,8,0.33,8,baseline,10
197,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,12,0.33,12,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,6,0.67,6,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,8,0.67,8,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,12,0.67,12,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,6,1.0,6,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,8,1.0,8,baseline,10
197,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-27,2025-03-11,2025-03-26,2025-03-26,5,12,1.0,12,baseline,10
198,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,6,0.33,6,baseline,10
198,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,8,0.33,8,baseline,10
198,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,12,0.33,12,baseline,10
198,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,6,0.67,6,baseline,10
198,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,8,0.67,8,baseline,10
198,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,12,0.67,12,baseline,10
198,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,6,1.0,6,baseline,10
198,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,8,1.0,8,baseline,10
198,xgboost-2,1,0.15,1.0,1,0,1,0.0,1.0,1225,2020-04-24,2025-03-10,2025-03-25,2025-03-25,5,12,1.0,12,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,6,0.33,6,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,8,0.33,8,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,12,0.33,12,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,6,0.67,6,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,8,0.67,8,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,12,0.67,12,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,6,1.0,6,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,8,1.0,8,baseline,10
199,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-23,2025-03-07,2025-03-24,2025-03-24,5,12,1.0,12,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,6,0.33,6,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,8,0.33,8,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,12,0.33,12,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,6,0.67,6,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,8,0.67,8,baseline,10
200,xgboost-2,1,0.25,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,12,0.67,12,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,6,1.0,6,baseline,10
200,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,8,1.0,8,baseline,10
200,xgboost-2,1,0.1,1.0,1,0,1,0.0,1.0,1225,2020-04-22,2025-03-06,2025-03-21,2025-03-21,5,12,1.0,12,baseline,10
201,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,6,0.33,6,baseline,10
201,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,8,0.33,8,baseline,10
201,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,12,0.33,12,baseline,10
201,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,6,0.67,6,baseline,10
201,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,8,0.67,8,baseline,10
201,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,12,0.67,12,baseline,10
201,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,6,1.0,6,baseline,10
201,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,8,1.0,8,baseline,10
201,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-21,2025-03-05,2025-03-20,2025-03-20,5,12,1.0,12,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,6,0.33,6,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,8,0.33,8,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,12,0.33,12,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,6,0.67,6,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,8,0.67,8,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,12,0.67,12,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,6,1.0,6,baseline,10
202,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,8,1.0,8,baseline,10
202,xgboost-2,1,0.1,1.0,1,0,1,0.0,1.0,1225,2020-04-20,2025-03-04,2025-03-19,2025-03-19,5,12,1.0,12,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,6,0.33,6,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,8,0.33,8,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,12,0.33,12,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,6,0.67,6,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,8,0.67,8,baseline,10
203,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,12,0.67,12,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,6,1.0,6,baseline,10
203,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,8,1.0,8,baseline,10
203,xgboost-2,1,0.2,1.0,1,0,1,0.0,1.0,1225,2020-04-17,2025-03-03,2025-03-18,2025-03-18,5,12,1.0,12,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,6,0.33,6,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,8,0.33,8,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,12,0.33,12,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,6,0.67,6,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,8,0.67,8,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,12,0.67,12,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,6,1.0,6,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,8,1.0,8,baseline,10
204,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-16,2025-02-28,2025-03-17,2025-03-17,5,12,1.0,12,baseline,10
205,xgboost-2,1,0.15,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,6,0.33,6,baseline,10
205,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,8,0.33,8,baseline,10
205,xgboost-2,1,0.0,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,12,0.33,12,baseline,10
205,xgboost-2,1,0.9,0.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,6,0.67,6,baseline,10
205,xgboost-2,1,0.4,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,8,0.67,8,baseline,10
205,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,12,0.67,12,baseline,10
205,xgboost-2,1,0.45,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,6,1.0,6,baseline,10
205,xgboost-2,1,0.5,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,8,1.0,8,baseline,10
205,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-04-15,2025-02-27,2025-03-14,2025-03-14,5,12,1.0,12,baseline,10
206,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,6,0.33,6,baseline,10
206,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,8,0.33,8,baseline,10
206,xgboost-2,1,0.25,0.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,12,0.33,12,baseline,10
206,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,6,0.67,6,baseline,10
206,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,8,0.67,8,baseline,10
206,xgboost-2,1,0.7,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,12,0.67,12,baseline,10
206,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,6,1.0,6,baseline,10
206,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,8,1.0,8,baseline,10
206,xgboost-2,1,0.55,1.0,1,1,0,1.0,0.0,1225,2020-04-14,2025-02-26,2025-03-13,2025-03-13,5,12,1.0,12,baseline,10
207,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,6,0.33,6,baseline,10
207,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,8,0.33,8,baseline,10
207,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,12,0.33,12,baseline,10
207,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,6,0.67,6,baseline,10
207,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,8,0.67,8,baseline,10
207,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,12,0.67,12,baseline,10
207,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,6,1.0,6,baseline,10
207,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,8,1.0,8,baseline,10
207,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-13,2025-02-25,2025-03-12,2025-03-12,5,12,1.0,12,baseline,10
208,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,6,0.33,6,baseline,10
208,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,8,0.33,8,baseline,10
208,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,12,0.33,12,baseline,10
208,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,6,0.67,6,baseline,10
208,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,8,0.67,8,baseline,10
208,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,12,0.67,12,baseline,10
208,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,6,1.0,6,baseline,10
208,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,8,1.0,8,baseline,10
208,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-09,2025-02-24,2025-03-11,2025-03-11,5,12,1.0,12,baseline,10
209,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,6,0.33,6,baseline,10
209,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,8,0.33,8,baseline,10
209,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,12,0.33,12,baseline,10
209,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,6,0.67,6,baseline,10
209,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,8,0.67,8,baseline,10
209,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,12,0.67,12,baseline,10
209,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,6,1.0,6,baseline,10
209,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,8,1.0,8,baseline,10
209,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-04-08,2025-02-21,2025-03-10,2025-03-10,5,12,1.0,12,baseline,10
210,xgboost-2,1,0.7,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,6,0.33,6,baseline,10
210,xgboost-2,1,0.9,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,8,0.33,8,baseline,10
210,xgboost-2,1,0.45,1.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,12,0.33,12,baseline,10
210,xgboost-2,1,0.8,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,6,0.67,6,baseline,10
210,xgboost-2,1,0.55,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,8,0.67,8,baseline,10
210,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,12,0.67,12,baseline,10
210,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,6,1.0,6,baseline,10
210,xgboost-2,1,0.55,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,8,1.0,8,baseline,10
210,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-04-07,2025-02-20,2025-03-07,2025-03-07,5,12,1.0,12,baseline,10
211,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,6,0.33,6,baseline,10
211,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,8,0.33,8,baseline,10
211,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,12,0.33,12,baseline,10
211,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,6,0.67,6,baseline,10
211,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,8,0.67,8,baseline,10
211,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,12,0.67,12,baseline,10
211,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,6,1.0,6,baseline,10
211,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,8,1.0,8,baseline,10
211,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-04-06,2025-02-19,2025-03-06,2025-03-06,5,12,1.0,12,baseline,10
