run,model,test_days,pred,acc,test_n,test_pos_n,test_neg_n,test_pos_frac,test_neg_frac,train_n,train_start,train_end,test_start,test_end,train_years,n_features,pi_size,min_feats,feature_set,horizon
123,xgboost-2,1,0.1,0.0,1,1,0,1.0,0.0,1225,2020-09-02,2025-07-21,2025-07-24,2025-07-24,5,12,0.67,12,baseline,2
123,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-09-02,2025-07-21,2025-07-24,2025-07-24,5,6,1.0,6,baseline,2
123,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-09-02,2025-07-21,2025-07-24,2025-07-24,5,8,1.0,8,baseline,2
123,xgboost-2,1,0.3,0.0,1,1,0,1.0,0.0,1225,2020-09-02,2025-07-21,2025-07-24,2025-07-24,5,12,1.0,12,baseline,2
124,xgboost-2,1,0.65,1.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,6,0.33,6,baseline,2
124,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,8,0.33,8,baseline,2
124,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,12,0.33,12,baseline,2
124,xgboost-2,1,0.35,0.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,6,0.67,6,baseline,2
124,xgboost-2,1,0.5,0.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,8,0.67,8,baseline,2
124,xgboost-2,1,0.65,1.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,12,0.67,12,baseline,2
124,xgboost-2,1,0.55,1.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,6,1.0,6,baseline,2
124,xgboost-2,1,0.7,1.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,8,1.0,8,baseline,2
124,xgboost-2,1,0.55,1.0,1,1,0,1.0,0.0,1225,2020-09-01,2025-07-18,2025-07-23,2025-07-23,5,12,1.0,12,baseline,2
125,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,6,0.33,6,baseline,2
125,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,8,0.33,8,baseline,2
125,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,12,0.33,12,baseline,2
125,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,6,0.67,6,baseline,2
125,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,8,0.67,8,baseline,2
125,xgboost-2,1,0.65,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,12,0.67,12,baseline,2
125,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,6,1.0,6,baseline,2
125,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,8,1.0,8,baseline,2
125,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-31,2025-07-17,2025-07-22,2025-07-22,5,12,1.0,12,baseline,2
126,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,6,0.33,6,baseline,2
126,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,8,0.33,8,baseline,2
126,xgboost-2,1,0.35,1.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,12,0.33,12,baseline,2
126,xgboost-2,1,0.4,1.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,6,0.67,6,baseline,2
126,xgboost-2,1,0.8,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,8,0.67,8,baseline,2
126,xgboost-2,1,0.55,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,12,0.67,12,baseline,2
126,xgboost-2,1,0.6,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,6,1.0,6,baseline,2
126,xgboost-2,1,0.9,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,8,1.0,8,baseline,2
126,xgboost-2,1,0.55,0.0,1,0,1,0.0,1.0,1225,2020-08-28,2025-07-16,2025-07-21,2025-07-21,5,12,1.0,12,baseline,2
127,xgboost-2,1,0.6,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,6,0.33,6,baseline,2
127,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,8,0.33,8,baseline,2
127,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,12,0.33,12,baseline,2
127,xgboost-2,1,0.6,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,6,0.67,6,baseline,2
127,xgboost-2,1,0.9,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,8,0.67,8,baseline,2
127,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,12,0.67,12,baseline,2
127,xgboost-2,1,0.8,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,6,1.0,6,baseline,2
127,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,8,1.0,8,baseline,2
127,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-08-27,2025-07-15,2025-07-18,2025-07-18,5,12,1.0,12,baseline,2
128,xgboost-2,1,0.0,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,6,0.33,6,baseline,2
128,xgboost-2,1,0.3,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,8,0.33,8,baseline,2
128,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,12,0.33,12,baseline,2
128,xgboost-2,1,0.2,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,6,0.67,6,baseline,2
128,xgboost-2,1,0.15,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,8,0.67,8,baseline,2
128,xgboost-2,1,0.5,1.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,12,0.67,12,baseline,2
128,xgboost-2,1,0.0,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,6,1.0,6,baseline,2
128,xgboost-2,1,0.1,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,8,1.0,8,baseline,2
128,xgboost-2,1,0.1,0.0,1,1,0,1.0,0.0,1225,2020-08-26,2025-07-14,2025-07-17,2025-07-17,5,12,1.0,12,baseline,2
129,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,6,0.33,6,baseline,2
129,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,8,0.33,8,baseline,2
129,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,12,0.33,12,baseline,2
129,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,6,0.67,6,baseline,2
129,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,8,0.67,8,baseline,2
129,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,12,0.67,12,baseline,2
129,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,6,1.0,6,baseline,2
129,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,8,1.0,8,baseline,2
129,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-25,2025-07-11,2025-07-16,2025-07-16,5,12,1.0,12,baseline,2
130,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,6,0.33,6,baseline,2
130,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,8,0.33,8,baseline,2
130,xgboost-2,1,0.7,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,12,0.33,12,baseline,2
130,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,6,0.67,6,baseline,2
130,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,8,0.67,8,baseline,2
130,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,12,0.67,12,baseline,2
130,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,6,1.0,6,baseline,2
130,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,8,1.0,8,baseline,2
130,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-24,2025-07-10,2025-07-15,2025-07-15,5,12,1.0,12,baseline,2
131,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,6,0.33,6,baseline,2
131,xgboost-2,1,0.7,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,8,0.33,8,baseline,2
131,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,12,0.33,12,baseline,2
131,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,6,0.67,6,baseline,2
131,xgboost-2,1,0.5,0.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,8,0.67,8,baseline,2
131,xgboost-2,1,0.65,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,12,0.67,12,baseline,2
131,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,6,1.0,6,baseline,2
131,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,8,1.0,8,baseline,2
131,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-21,2025-07-09,2025-07-14,2025-07-14,5,12,1.0,12,baseline,2
132,xgboost-2,1,0.05,0.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,6,0.33,6,baseline,2
132,xgboost-2,1,0.2,0.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,8,0.33,8,baseline,2
132,xgboost-2,1,0.1,0.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,12,0.33,12,baseline,2
132,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,6,0.67,6,baseline,2
132,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,8,0.67,8,baseline,2
132,xgboost-2,1,0.55,1.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,12,0.67,12,baseline,2
132,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,6,1.0,6,baseline,2
132,xgboost-2,1,0.2,0.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,8,1.0,8,baseline,2
132,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-08-20,2025-07-08,2025-07-11,2025-07-11,5,12,1.0,12,baseline,2
133,xgboost-2,1,0.7,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,6,0.33,6,baseline,2
133,xgboost-2,1,0.2,0.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,8,0.33,8,baseline,2
133,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,12,0.33,12,baseline,2
133,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,6,0.67,6,baseline,2
133,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,8,0.67,8,baseline,2
133,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,12,0.67,12,baseline,2
133,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,6,1.0,6,baseline,2
133,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,8,1.0,8,baseline,2
133,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-08-19,2025-07-07,2025-07-10,2025-07-10,5,12,1.0,12,baseline,2
134,xgboost-2,1,0.25,1.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,6,0.33,6,baseline,2
134,xgboost-2,1,0.7,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,8,0.33,8,baseline,2
134,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,12,0.33,12,baseline,2
134,xgboost-2,1,0.25,1.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,6,0.67,6,baseline,2
134,xgboost-2,1,0.7,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,8,0.67,8,baseline,2
134,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,12,0.67,12,baseline,2
134,xgboost-2,1,0.55,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,6,1.0,6,baseline,2
134,xgboost-2,1,0.7,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,8,1.0,8,baseline,2
134,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-08-18,2025-07-03,2025-07-09,2025-07-09,5,12,1.0,12,baseline,2
135,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,6,0.33,6,baseline,2
135,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,8,0.33,8,baseline,2
135,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,12,0.33,12,baseline,2
135,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,6,0.67,6,baseline,2
135,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,8,0.67,8,baseline,2
135,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,12,0.67,12,baseline,2
135,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,6,1.0,6,baseline,2
135,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,8,1.0,8,baseline,2
135,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-17,2025-07-02,2025-07-08,2025-07-08,5,12,1.0,12,baseline,2
136,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,6,0.33,6,baseline,2
136,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,8,0.33,8,baseline,2
136,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,12,0.33,12,baseline,2
136,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,6,0.67,6,baseline,2
136,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,8,0.67,8,baseline,2
136,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,12,0.67,12,baseline,2
136,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,6,1.0,6,baseline,2
136,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,8,1.0,8,baseline,2
136,xgboost-2,1,0.5,0.0,1,1,0,1.0,0.0,1225,2020-08-14,2025-07-01,2025-07-07,2025-07-07,5,12,1.0,12,baseline,2
137,xgboost-2,1,0.3,1.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,6,0.33,6,baseline,2
137,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,8,0.33,8,baseline,2
137,xgboost-2,1,0.6,0.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,12,0.33,12,baseline,2
137,xgboost-2,1,0.3,1.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,6,0.67,6,baseline,2
137,xgboost-2,1,0.1,1.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,8,0.67,8,baseline,2
137,xgboost-2,1,0.8,0.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,12,0.67,12,baseline,2
137,xgboost-2,1,0.3,1.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,6,1.0,6,baseline,2
137,xgboost-2,1,0.05,1.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,8,1.0,8,baseline,2
137,xgboost-2,1,0.9,0.0,1,0,1,0.0,1.0,1225,2020-08-13,2025-06-30,2025-07-03,2025-07-03,5,12,1.0,12,baseline,2
138,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,6,0.33,6,baseline,2
138,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,8,0.33,8,baseline,2
138,xgboost-2,1,0.2,0.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,12,0.33,12,baseline,2
138,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,6,0.67,6,baseline,2
138,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,8,0.67,8,baseline,2
138,xgboost-2,1,0.7,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,12,0.67,12,baseline,2
138,xgboost-2,1,0.65,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,6,1.0,6,baseline,2
138,xgboost-2,1,0.75,1.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,8,1.0,8,baseline,2
138,xgboost-2,1,0.4,0.0,1,1,0,1.0,0.0,1225,2020-08-12,2025-06-27,2025-07-02,2025-07-02,5,12,1.0,12,baseline,2
139,xgboost-2,1,0.5,0.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,6,0.33,6,baseline,2
139,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,8,0.33,8,baseline,2
139,xgboost-2,1,0.45,0.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,12,0.33,12,baseline,2
139,xgboost-2,1,0.2,0.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,6,0.67,6,baseline,2
139,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,8,0.67,8,baseline,2
139,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,12,0.67,12,baseline,2
139,xgboost-2,1,0.1,0.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,6,1.0,6,baseline,2
139,xgboost-2,1,0.8,1.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,8,1.0,8,baseline,2
139,xgboost-2,1,0.85,1.0,1,1,0,1.0,0.0,1225,2020-08-11,2025-06-26,2025-07-01,2025-07-01,5,12,1.0,12,baseline,2
140,xgboost-2,1,0.8,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,6,0.33,6,baseline,2
140,xgboost-2,1,0.55,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,8,0.33,8,baseline,2
140,xgboost-2,1,0.35,1.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,12,0.33,12,baseline,2
140,xgboost-2,1,0.5,1.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,6,0.67,6,baseline,2
140,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,8,0.67,8,baseline,2
140,xgboost-2,1,0.7,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,12,0.67,12,baseline,2
140,xgboost-2,1,0.85,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,6,1.0,6,baseline,2
140,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,8,1.0,8,baseline,2
140,xgboost-2,1,0.75,0.0,1,0,1,0.0,1.0,1225,2020-08-10,2025-06-25,2025-06-30,2025-06-30,5,12,1.0,12,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,6,0.33,6,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,8,0.33,8,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,12,0.33,12,baseline,2
141,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,6,0.67,6,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,8,0.67,8,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,12,0.67,12,baseline,2
141,xgboost-2,1,0.95,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,6,1.0,6,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,8,1.0,8,baseline,2
141,xgboost-2,1,1.0,0.0,1,0,1,0.0,1.0,1225,2020-08-07,2025-06-24,2025-06-27,2025-06-27,5,12,1.0,12,baseline,2
142,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,6,0.33,6,baseline,2
142,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,8,0.33,8,baseline,2
142,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,12,0.33,12,baseline,2
142,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,6,0.67,6,baseline,2
142,xgboost-2,1,0.9,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,8,0.67,8,baseline,2
142,xgboost-2,1,0.95,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,12,0.67,12,baseline,2
142,xgboost-2,1,1.0,1.0,1,1,0,1.0,0.0,1225,2020-08-06,2025-06-23,2025-06-26,2025-06-26,5,6,1.0,6,baseline,2
